panel,time_s,amplitude_mv
B baseline,0.836,0.165
B baseline,0.84,0.185
B baseline,0.844,0.205
B baseline,0.848,0.22
B baseline,0.852,0.23
B baseline,0.856,0.24
B baseline,0.86,0.245
B baseline,0.864,0.25
B baseline,0.868,0.25
B baseline,0.872,0.245
B baseline,0.876,0.21
B baseline,0.88,0.175
B baseline,0.884,0.135
B baseline,0.888,0.095
B baseline,0.892,0.055
B baseline,0.896,0.01
B baseline,0.9,-0.015
B baseline,0.904,-0.045
B baseline,0.908,-0.075
B baseline,0.912,-0.105
B baseline,0.916,-0.12
B baseline,0.92,-0.135
B baseline,0.924,-0.155
B baseline,0.928,-0.175
B baseline,0.932,-0.175
B baseline,0.936,-0.17
B baseline,0.94,-0.165
B baseline,0.944,-0.165
B baseline,0.948,-0.17
B baseline,0.952,-0.175
B baseline,0.956,-0.175
B baseline,0.96,-0.175
B baseline,0.964,-0.175
B baseline,0.968,-0.175
B baseline,0.972,-0.175
B baseline,0.976,-0.175
B baseline,0.98,-0.175
B baseline,0.984,-0.17
B baseline,0.988,-0.165
B baseline,0.992,-0.155
B baseline,0.996,-0.14
B baseline,1.0,-0.135
B baseline,1.004,-0.14
B baseline,1.008,-0.14
B baseline,1.012,-0.135
B baseline,1.016,-0.135
B baseline,1.02,-0.14
B baseline,1.024,-0.145
B baseline,1.028,-0.145
B baseline,1.032,-0.14
B baseline,1.036,-0.135
B baseline,1.04,-0.13
B baseline,1.044,-0.125
B baseline,1.048,-0.125
B baseline,1.052,-0.125
B baseline,1.056,-0.13
B baseline,1.06,-0.145
B baseline,1.064,-0.135
B baseline,1.068,-0.135
B baseline,1.072,-0.145
B baseline,1.076,-0.155
B baseline,1.08,-0.16
B baseline,1.084,-0.165
B baseline,1.088,-0.17
B baseline,1.092,-0.17
B baseline,1.096,-0.16
B baseline,1.1,-0.15
B baseline,1.104,-0.14
B baseline,1.108,-0.13
B baseline,1.112,-0.115
B baseline,1.116,-0.1
B baseline,1.12,-0.095
B baseline,1.124,-0.09
B baseline,1.128,-0.085
B baseline,1.132,-0.075
B baseline,1.136,-0.06
B baseline,1.14,-0.05
B baseline,1.144,-0.035
B baseline,1.148,-0.035
B baseline,1.152,-0.04
B baseline,1.156,-0.045
B baseline,1.16,-0.05
B baseline,1.164,-0.06
B baseline,1.168,-0.075
B baseline,1.172,-0.105
B baseline,1.176,-0.135
B baseline,1.18,-0.16
B baseline,1.184,-0.185
B baseline,1.188,-0.2
B baseline,1.192,-0.21
B baseline,1.196,-0.215
B HR-related,-0.8,-0.085
B HR-related,-0.796,-0.08
B HR-related,-0.792,-0.075
B HR-related,-0.788,-0.055
B HR-related,-0.784,-0.035
B HR-related,-0.78,-0.035
B HR-related,-0.776,-0.04
B HR-related,-0.772,-0.02
B HR-related,-0.768,-0.005
B HR-related,-0.764,-0.01
B HR-related,-0.76,-0.015
B HR-related,-0.756,-0.015
B HR-related,-0.752,-0.015
B HR-related,-0.748,-0.03
B HR-related,-0.744,-0.04
B HR-related,-0.74,-0.025
B HR-related,-0.736,-0.02
B HR-related,-0.732,-0.04
B HR-related,-0.728,-0.05
B HR-related,-0.724,-0.035
B HR-related,-0.72,-0.02
B HR-related,-0.716,-0.015
B HR-related,-0.712,-0.015
B HR-related,-0.708,-0.015
B HR-related,-0.704,-0.005
B HR-related,-0.7,0.01
B HR-related,-0.696,0.025
B HR-related,-0.692,0.025
B HR-related,-0.688,0.025
B HR-related,-0.684,0.03
B HR-related,-0.68,0.04
B HR-related,-0.676,0.05
B HR-related,-0.672,0.045
B HR-related,-0.668,0.03
B HR-related,-0.664,0.025
B HR-related,-0.66,0.025
B HR-related,-0.656,0.01
B HR-related,-0.652,0.0
B HR-related,-0.648,-0.045
B HR-related,-0.644,-0.1
B HR-related,-0.64,-0.115
B HR-related,-0.636,-0.12
B HR-related,-0.632,-0.135
B HR-related,-0.628,-0.15
B HR-related,-0.624,-0.155
B HR-related,-0.62,-0.16
B HR-related,-0.616,-0.165
B HR-related,-0.612,-0.165
B HR-related,-0.608,-0.18
B HR-related,-0.604,-0.19
B HR-related,-0.6,-0.18
B HR-related,-0.596,-0.17
B HR-related,-0.592,-0.165
B HR-related,-0.588,-0.165
B HR-related,-0.584,-0.17
B HR-related,-0.58,-0.18
B HR-related,-0.576,-0.22
B HR-related,-0.572,-0.25
B HR-related,-0.568,-0.24
B HR-related,-0.564,-0.145
B HR-related,-0.56,0.17
B HR-related,-0.556,0.545
B HR-related,-0.552,1.04
B HR-related,-0.548,1.41
B HR-related,-0.544,1.555
B HR-related,-0.54,1.635
B HR-related,-0.536,1.615
B HR-related,-0.532,1.34
B HR-related,-0.528,0.785
B HR-related,-0.524,0.29
B HR-related,-0.52,-0.135
B HR-related,-0.516,-0.325
B HR-related,-0.512,-0.325
B HR-related,-0.508,-0.325
B HR-related,-0.504,-0.325
B HR-related,-0.5,-0.33
B HR-related,-0.496,-0.34
B HR-related,-0.492,-0.33
B HR-related,-0.488,-0.315
B HR-related,-0.484,-0.31
B HR-related,-0.48,-0.305
B HR-related,-0.476,-0.315
B HR-related,-0.472,-0.33
B HR-related,-0.468,-0.315
B HR-related,-0.464,-0.295
B HR-related,-0.46,-0.295
B HR-related,-0.456,-0.295
B HR-related,-0.452,-0.295
B HR-related,-0.448,-0.295
B HR-related,-0.444,-0.28
B HR-related,-0.44,-0.27
B HR-related,-0.436,-0.25
B HR-related,-0.432,-0.235
B HR-related,-0.428,-0.245
B HR-related,-0.424,-0.25
B HR-related,-0.42,-0.24
B HR-related,-0.416,-0.23
B HR-related,-0.412,-0.21
B HR-related,-0.408,-0.19
B HR-related,-0.404,-0.175
B HR-related,-0.4,-0.16
B HR-related,-0.396,-0.155
B HR-related,-0.392,-0.15
B HR-related,-0.388,-0.13
B HR-related,-0.384,-0.12
B HR-related,-0.38,-0.115
B HR-related,-0.376,-0.105
B HR-related,-0.372,-0.09
B HR-related,-0.368,-0.07
B HR-related,-0.364,-0.04
B HR-related,-0.36,-0.025
B HR-related,-0.356,-0.03
B HR-related,-0.352,-0.025
B HR-related,-0.348,-0.01
B HR-related,-0.344,-0.005
B HR-related,-0.34,-0.01
B HR-related,-0.336,0.0
B HR-related,-0.332,0.015
B HR-related,-0.328,0.025
B HR-related,-0.324,0.025
B HR-related,-0.32,0.025
B HR-related,-0.316,0.03
B HR-related,-0.312,0.02
B HR-related,-0.308,0.005
B HR-related,-0.304,0.0
B HR-related,-0.3,0.0
B HR-related,-0.296,-0.035
B HR-related,-0.292,-0.07
B HR-related,-0.288,-0.08
B HR-related,-0.284,-0.09
B HR-related,-0.28,-0.095
B HR-related,-0.276,-0.105
B HR-related,-0.272,-0.11
B HR-related,-0.268,-0.11
B HR-related,-0.264,-0.105
B HR-related,-0.26,-0.1
B HR-related,-0.256,-0.095
B HR-related,-0.252,-0.09
B HR-related,-0.248,-0.065
B HR-related,-0.244,-0.045
B HR-related,-0.24,-0.045
B HR-related,-0.236,-0.045
B HR-related,-0.232,-0.05
B HR-related,-0.228,-0.05
B HR-related,-0.224,-0.04
B HR-related,-0.22,-0.03
B HR-related,-0.216,-0.025
B HR-related,-0.212,-0.03
B HR-related,-0.208,-0.045
B HR-related,-0.204,-0.055
B HR-related,-0.2,-0.055
B HR-related,-0.196,-0.055
B HR-related,-0.192,-0.06
B HR-related,-0.188,-0.055
B HR-related,-0.184,-0.045
B HR-related,-0.18,-0.035
B HR-related,-0.176,-0.025
B HR-related,-0.172,-0.025
B HR-related,-0.168,-0.025
B HR-related,-0.164,-0.025
B HR-related,-0.16,-0.025
B HR-related,-0.156,0.0
B HR-related,-0.152,0.025
B HR-related,-0.148,0.04
B HR-related,-0.144,0.05
B HR-related,-0.14,0.045
B HR-related,-0.136,0.035
B HR-related,-0.132,0.025
B HR-related,-0.128,0.015
B HR-related,-0.124,0.005
B HR-related,-0.12,0.0
B HR-related,-0.116,-0.015
B HR-related,-0.112,-0.035
B HR-related,-0.108,-0.08
B HR-related,-0.104,-0.125
B HR-related,-0.1,-0.135
B HR-related,-0.096,-0.145
B HR-related,-0.092,-0.155
B HR-related,-0.088,-0.165
B HR-related,-0.084,-0.17
B HR-related,-0.08,-0.175
B HR-related,-0.076,-0.185
B HR-related,-0.072,-0.19
B HR-related,-0.068,-0.185
B HR-related,-0.064,-0.185
B HR-related,-0.06,-0.19
B HR-related,-0.056,-0.185
B HR-related,-0.052,-0.17
B HR-related,-0.048,-0.17
B HR-related,-0.044,-0.19
B HR-related,-0.04,-0.23
B HR-related,-0.036,-0.295
B HR-related,-0.032,-0.31
B HR-related,-0.028,-0.265
B HR-related,-0.024,-0.045
B HR-related,-0.02,0.335
B HR-related,-0.016,0.765
B HR-related,-0.012,1.24
B HR-related,-0.008,1.485
B HR-related,-0.004,1.585
B HR-related,0.0,1.58
B HR-related,0.004,1.51
B HR-related,0.008,0.97
B HR-related,0.012,0.23
B HR-related,0.016,-0.135
B HR-related,0.02,-0.375
B HR-related,0.024,-0.395
B HR-related,0.028,-0.36
B HR-related,0.032,-0.345
B HR-related,0.036,-0.335
B HR-related,0.04,-0.32
B HR-related,0.044,-0.305
B HR-related,0.048,-0.315
B HR-related,0.052,-0.33
B HR-related,0.056,-0.31
B HR-related,0.06,-0.295
B HR-related,0.064,-0.295
B HR-related,0.068,-0.29
B HR-related,0.072,-0.28
B HR-related,0.076,-0.275
B HR-related,0.08,-0.285
B HR-related,0.084,-0.29
B HR-related,0.088,-0.275
B HR-related,0.092,-0.265
B HR-related,0.096,-0.265
B HR-related,0.1,-0.26
B HR-related,0.104,-0.25
B HR-related,0.108,-0.24
B HR-related,0.112,-0.22
B HR-related,0.116,-0.215
B HR-related,0.12,-0.22
B HR-related,0.124,-0.22
B HR-related,0.128,-0.21
B HR-related,0.132,-0.195
B HR-related,0.136,-0.175
B HR-related,0.14,-0.165
B HR-related,0.144,-0.17
B HR-related,0.148,-0.165
B HR-related,0.152,-0.15
B HR-related,0.156,-0.125
B HR-related,0.16,-0.1
B HR-related,0.164,-0.075
B HR-related,0.168,-0.04
B HR-related,0.172,-0.035
B HR-related,0.176,-0.04
B HR-related,0.18,-0.045
B HR-related,0.184,-0.045
B HR-related,0.188,-0.035
B HR-related,0.192,-0.025
B HR-related,0.196,-0.02
B HR-related,0.2,-0.015
B HR-related,0.204,-0.005
B HR-related,0.208,0.0
B HR-related,0.212,0.015
B HR-related,0.216,0.03
B HR-related,0.22,0.035
B HR-related,0.224,0.04
B HR-related,0.228,0.02
B HR-related,0.232,0.0
B HR-related,0.236,-0.01
B HR-related,0.24,-0.025
B HR-related,0.244,-0.05
B HR-related,0.248,-0.075
B HR-related,0.252,-0.08
B HR-related,0.256,-0.085
B HR-related,0.26,-0.095
B HR-related,0.264,-0.105
B HR-related,0.268,-0.105
B HR-related,0.272,-0.095
B HR-related,0.276,-0.075
B HR-related,0.28,-0.065
B HR-related,0.284,-0.065
B HR-related,0.288,-0.065
B HR-related,0.292,-0.065
B HR-related,0.296,-0.05
B HR-related,0.3,-0.025
B HR-related,0.304,-0.015
B HR-related,0.308,-0.03
B HR-related,0.312,-0.035
B HR-related,0.316,-0.04
B HR-related,0.32,-0.045
B HR-related,0.324,-0.045
B HR-related,0.328,-0.035
B HR-related,0.332,-0.025
B HR-related,0.336,-0.03
B HR-related,0.34,-0.04
B HR-related,0.344,-0.045
B HR-related,0.348,-0.045
B HR-related,0.352,-0.03
B HR-related,0.356,-0.015
B HR-related,0.36,-0.01
B HR-related,0.364,-0.005
B HR-related,0.368,-0.01
B HR-related,0.372,-0.02
B HR-related,0.376,0.0
B HR-related,0.38,0.02
B HR-related,0.384,0.03
B HR-related,0.388,0.045
B HR-related,0.392,0.03
B HR-related,0.396,0.025
B HR-related,0.4,0.035
B HR-related,0.404,0.04
B HR-related,0.408,0.015
B HR-related,0.412,-0.005
B HR-related,0.416,-0.03
B HR-related,0.42,-0.055
B HR-related,0.424,-0.085
B HR-related,0.428,-0.105
B HR-related,0.432,-0.12
B HR-related,0.436,-0.14
B HR-related,0.44,-0.165
B HR-related,0.444,-0.185
B HR-related,0.448,-0.19
B HR-related,0.452,-0.195
B HR-related,0.456,-0.195
B HR-related,0.46,-0.195
B HR-related,0.464,-0.195
B HR-related,0.468,-0.19
B HR-related,0.472,-0.185
B HR-related,0.476,-0.18
B HR-related,0.48,-0.175
B HR-related,0.484,-0.175
B HR-related,0.488,-0.18
B HR-related,0.492,-0.21
B HR-related,0.496,-0.255
B HR-related,0.5,-0.275
B HR-related,0.504,-0.275
B HR-related,0.508,-0.02
B HR-related,0.512,0.335
B HR-related,0.516,0.805
B HR-related,0.52,1.31
B HR-related,0.524,1.505
B HR-related,0.528,1.625
B HR-related,0.532,1.605
B HR-related,0.536,1.56
B HR-related,0.54,0.93
B HR-related,0.544,0.235
B HR-related,0.548,-0.08
B HR-related,0.552,-0.38
B HR-related,0.556,-0.395
B HR-related,0.56,-0.4
B HR-related,0.564,-0.375
B HR-related,0.568,-0.35
B HR-related,0.572,-0.33
B HR-related,0.576,-0.315
B HR-related,0.58,-0.32
B HR-related,0.584,-0.325
B HR-related,0.588,-0.335
B HR-related,0.592,-0.345
B HR-related,0.596,-0.345
B HR-related,0.6,-0.34
B HR-related,0.604,-0.33
B HR-related,0.608,-0.32
B HR-related,0.612,-0.31
B HR-related,0.616,-0.305
B HR-related,0.62,-0.31
B HR-related,0.624,-0.315
B HR-related,0.628,-0.315
B HR-related,0.632,-0.305
B HR-related,0.636,-0.29
B HR-related,0.64,-0.275
B HR-related,0.644,-0.265
B HR-related,0.648,-0.26
B HR-related,0.652,-0.255
B HR-related,0.656,-0.25
B HR-related,0.66,-0.245
B HR-related,0.664,-0.24
B HR-related,0.668,-0.235
B HR-related,0.672,-0.215
B HR-related,0.676,-0.19
B HR-related,0.68,-0.165
B HR-related,0.684,-0.145
B HR-related,0.688,-0.14
B HR-related,0.692,-0.135
B HR-related,0.696,-0.125
B HR-related,0.7,-0.115
B HR-related,0.704,-0.095
B HR-related,0.708,-0.075
B HR-related,0.712,-0.055
B HR-related,0.716,-0.035
B HR-related,0.72,-0.045
B HR-related,0.724,-0.06
B HR-related,0.728,-0.05
B HR-related,0.732,-0.04
B HR-related,0.736,-0.025
B HR-related,0.74,-0.01
B HR-related,0.744,0.0
B HR-related,0.748,0.01
B HR-related,0.752,0.0
B HR-related,0.756,-0.015
B HR-related,0.76,-0.02
B HR-related,0.764,-0.025
B HR-related,0.768,-0.04
B HR-related,0.772,-0.06
B HR-related,0.776,-0.085
B HR-related,0.78,-0.105
B HR-related,0.784,-0.105
B HR-related,0.788,-0.115
B HR-related,0.792,-0.14
B HR-related,0.796,-0.145
B HR-related,0.8,-0.13
B HR-related,0.804,-0.125
B HR-related,0.808,-0.125
B HR-related,0.812,-0.115
B HR-related,0.816,-0.105
B HR-related,0.82,-0.1
B HR-related,0.824,-0.095
B HR-related,0.828,-0.095
B HR-related,0.832,-0.095
B HR-related,0.836,-0.07
B HR-related,0.84,-0.04
B HR-related,0.844,-0.045
B HR-related,0.848,-0.06
B HR-related,0.852,-0.065
B HR-related,0.856,-0.065
B HR-related,0.86,-0.065
B HR-related,0.864,-0.07
B HR-related,0.868,-0.08
B HR-related,0.872,-0.09
B HR-related,0.876,-0.08
B HR-related,0.88,-0.065
B HR-related,0.884,-0.055
B HR-related,0.888,-0.045
B HR-related,0.892,-0.045
B HR-related,0.896,-0.045
B HR-related,0.9,-0.055
B HR-related,0.904,-0.06
B HR-related,0.908,-0.025
B HR-related,0.912,0.005
B HR-related,0.916,0.015
B HR-related,0.92,0.02
B HR-related,0.924,0.015
B HR-related,0.928,0.01
B HR-related,0.932,0.005
B HR-related,0.936,0.0
B HR-related,0.94,-0.01
B HR-related,0.944,-0.02
B HR-related,0.948,-0.015
B HR-related,0.952,-0.03
B HR-related,0.956,-0.085
B HR-related,0.96,-0.12
B HR-related,0.964,-0.135
B HR-related,0.968,-0.155
B HR-related,0.972,-0.19
B HR-related,0.976,-0.2
B HR-related,0.98,-0.195
B HR-related,0.984,-0.195
B HR-related,0.988,-0.195
B HR-related,0.992,-0.195
B HR-related,0.996,-0.195
B HR-related,1.0,-0.195
B HR-related,1.004,-0.2
B HR-related,1.008,-0.205
B HR-related,1.012,-0.21
B HR-related,1.016,-0.21
B HR-related,1.02,-0.205
B HR-related,1.024,-0.22
B HR-related,1.028,-0.24
B HR-related,1.032,-0.275
B HR-related,1.036,-0.31
B HR-related,1.04,-0.055
B HR-related,1.044,0.225
B HR-related,1.048,0.745
B HR-related,1.052,1.285
B HR-related,1.056,1.465
B HR-related,1.06,1.63
B HR-related,1.064,1.615
B HR-related,1.068,1.56
B HR-related,1.072,1.0
B HR-related,1.076,0.46
B HR-related,1.08,0.025
B HR-related,1.084,-0.335
B HR-related,1.088,-0.345
B HR-related,1.092,-0.35
B HR-related,1.096,-0.345
B HR-related,1.1,-0.34
B HR-related,1.104,-0.33
B HR-related,1.108,-0.325
B HR-related,1.112,-0.33
B HR-related,1.116,-0.335
B HR-related,1.12,-0.34
B HR-related,1.124,-0.34
B HR-related,1.128,-0.335
B HR-related,1.132,-0.33
B HR-related,1.136,-0.32
B HR-related,1.14,-0.31
B HR-related,1.144,-0.305
B HR-related,1.148,-0.295
B HR-related,1.152,-0.285
B HR-related,1.156,-0.285
B HR-related,1.16,-0.29
B HR-related,1.164,-0.285
B HR-related,1.168,-0.265
B HR-related,1.172,-0.26
B HR-related,1.176,-0.255
B HR-related,1.18,-0.245
B HR-related,1.184,-0.235
B HR-related,1.188,-0.235
B HR-related,1.192,-0.235
B HR-related,1.196,-0.215
